TransactionID,TransactionDT,isFraud,TransactionAmt,card1,ProductCD,addr1,C1,C2
3000451,7099052,0,39.21,2296,H,291.0,2.0,3.0
3000452,7099173,0,18.98,7360,W,442.0,2.0,4.0
3000453,7100159,0,310.01,2350,W,284.0,7.0,5.0
3000454,7100619,0,141.45,8705,W,100.0,0.0,1.0
3000455,7100807,0,102.27,17762,C,417.0,8.0,2.0
3000456,7101516,0,573.78,12871,C,316.0,9.0,3.0
3000457,7101678,1,212.83,14057,W,298.0,10.0,1.0
3000458,7101942,0,352.74,14638,H,412.0,5.0,1.0
3000459,7102118,0,223.1,4422,H,217.0,8.0,5.0
3000460,7102572,0,250.79,14862,W,160.0,5.0,0.0
3000461,7103592,0,25.76,8827,C,110.0,6.0,6.0
3000462,7103974,0,289.77,5170,W,430.0,0.0,4.0
3000463,7104100,0,158.82,7253,R,110.0,1.0,4.0
3000464,7105180,0,55.11,9359,R,237.0,1.0,0.0
3000465,7105785,0,204.66,12197,W,472.0,2.0,5.0
3000466,7105803,0,421.16,17873,W,456.0,10.0,2.0
3000467,7106285,0,80.01,9549,W,237.0,10.0,0.0
3000468,7106760,0,36.62,3719,H,248.0,0.0,2.0
3000469,7108152,0,38.7,11759,W,164.0,8.0,2.0
3000470,7108312,0,16.87,17550,W,179.0,9.0,5.0
3000471,7108322,0,73.53,15578,W,396.0,7.0,1.0
3000472,7108533,0,182.78,5899,W,147.0,4.0,0.0
3000473,7108799,0,720.87,8985,W,399.0,1.0,3.0
3000474,7109043,0,34.23,1926,W,305.0,0.0,1.0
3000475,7111363,0,138.53,12920,H,161.0,10.0,3.0
3000476,7111407,0,92.5,17254,H,138.0,0.0,6.0
3000477,7112159,0,89.09,9134,H,105.0,0.0,2.0
3000478,7112183,0,14.36,8032,R,168.0,3.0,0.0
3000479,7112387,0,26.76,15227,W,407.0,9.0,4.0
3000480,7112851,0,794.39,8845,W,372.0,3.0,1.0
3000481,7114092,0,302.21,8472,H,222.0,4.0,5.0
3000482,7114509,0,126.4,5505,W,233.0,2.0,3.0
3000483,7114976,0,156.68,5780,C,105.0,4.0,3.0
3000484,7115095,0,219.67,7131,S,195.0,4.0,2.0
3000485,7115355,0,52.57,16682,C,328.0,3.0,6.0
3000486,7115443,0,55.23,9964,W,325.0,1.0,0.0
3000487,7115670,0,42.99,9539,W,183.0,1.0,0.0
3000488,7115758,0,110.24,7975,W,328.0,4.0,6.0
3000489,7115985,0,22.63,13164,H,121.0,1.0,5.0
3000490,7116882,0,40.58,15427,H,106.0,5.0,3.0
3000491,7117359,0,165.22,12373,H,355.0,3.0,3.0
3000492,7118144,0,58.94,12436,R,441.0,7.0,0.0
3000493,7118240,0,11.02,12765,W,137.0,1.0,1.0
3000494,7118514,0,57.11,13061,H,412.0,1.0,4.0
3000495,7119027,0,173.22,2693,W,107.0,8.0,5.0
3000496,7119164,0,103.46,15882,H,245.0,3.0,1.0
3000497,7119720,0,11.85,7761,H,181.0,2.0,0.0
3000498,7120694,0,310.68,9912,W,400.0,4.0,3.0
3000499,7120805,0,66.97,17108,W,364.0,0.0,5.0
3000500,7121425,0,135.21,14389,W,188.0,6.0,0.0
3000501,7121561,0,315.34,9520,W,149.0,3.0,0.0
3000502,7123137,0,77.59,11872,C,255.0,2.0,3.0
3000503,7123921,0,9.11,2998,S,424.0,8.0,0.0
3000504,7123937,0,739.98,5165,W,429.0,5.0,5.0
3000505,7124816,0,6.36,5998,W,443.0,2.0,5.0
3000506,7124934,0,60.4,5522,H,348.0,10.0,0.0
3000507,7125060,0,426.16,2649,H,227.0,2.0,1.0
3000508,7126276,0,38.99,15427,W,300.0,2.0,0.0
3000509,7126547,0,41.86,8031,W,484.0,6.0,6.0
3000510,7129566,0,69.4,2679,W,218.0,0.0,1.0
3000511,7129573,0,72.47,3530,H,202.0,2.0,5.0
3000512,7130283,0,32.06,9588,W,215.0,10.0,6.0
3000513,7131025,0,41.97,15090,S,235.0,4.0,6.0
3000514,7131182,0,326.91,1078,C,180.0,4.0,5.0
3000515,7131242,0,47.59,8312,H,485.0,10.0,6.0
3000516,7132158,0,164.51,3222,W,478.0,8.0,5.0
3000517,7132972,0,30.1,15931,H,406.0,10.0,2.0
3000518,7133070,0,474.06,3703,W,453.0,4.0,5.0
3000519,7133569,0,277.32,12266,H,292.0,5.0,2.0
3000520,7134370,0,80.84,6882,W,166.0,1.0,4.0
3000521,7134508,0,194.34,9547,W,186.0,10.0,5.0
3000522,7134894,0,559.06,13617,W,412.0,2.0,4.0
3000523,7134972,0,27.05,2719,W,399.0,2.0,2.0
3000524,7135078,0,25.35,15570,W,212.0,0.0,1.0
3000525,7135319,0,141.0,4401,H,156.0,7.0,6.0
3000526,7135872,0,19.08,7191,H,351.0,0.0,3.0
3000527,7135943,0,13.98,9277,W,179.0,7.0,1.0
3000528,7136519,0,13.15,14847,H,215.0,0.0,4.0
3000529,7136736,0,107.57,6729,W,314.0,10.0,6.0
3000530,7136805,0,7.83,2966,W,162.0,3.0,3.0
3000531,7138316,0,55.48,14613,C,470.0,3.0,0.0
3000532,7139354,0,1.47,1441,W,198.0,1.0,0.0
3000533,7139524,0,152.24,11201,H,375.0,7.0,2.0
3000534,7139867,0,164.99,17488,C,431.0,5.0,6.0
3000535,7140510,0,69.76,6726,H,341.0,5.0,6.0
3000536,7140998,0,371.66,9401,W,140.0,0.0,1.0
3000537,7141655,0,233.83,9016,C,142.0,2.0,2.0
3000538,7141707,0,34.82,14503,W,172.0,10.0,3.0
3000539,7141908,0,31.41,7258,H,451.0,6.0,1.0
3000540,7142231,0,259.92,12185,W,455.0,9.0,6.0
3000541,7142372,0,204.74,10181,W,200.0,2.0,3.0
3000542,7142483,0,65.18,5080,W,299.0,8.0,1.0
3000543,7142581,0,10.9,2377,H,361.0,8.0,5.0
3000544,7142613,0,274.55,4830,C,342.0,2.0,3.0
3000545,7142768,0,97.52,9209,W,338.0,2.0,2.0
3000546,7142844,0,83.97,3790,W,318.0,5.0,2.0
3000547,7143387,0,2.98,6568,W,477.0,4.0,2.0
3000548,7143555,0,170.61,16308,H,130.0,8.0,0.0
3000549,7143790,0,83.66,14560,W,190.0,4.0,0.0
3000550,7144119,0,47.08,12838,W,210.0,0.0,5.0
3000551,7144375,0,32.99,6846,C,413.0,6.0,4.0
3000552,7146384,0,102.82,1189,H,267.0,4.0,4.0
3000553,7146392,0,157.84,13693,W,217.0,4.0,6.0
3000554,7147481,0,56.91,7149,C,327.0,3.0,2.0
3000555,7147638,0,176.12,2381,W,156.0,2.0,5.0
3000556,7148299,0,22.58,10429,S,217.0,6.0,5.0
3000557,7148323,0,41.15,16718,W,409.0,9.0,4.0
3000558,7148818,0,205.11,4420,W,249.0,1.0,2.0
3000559,7149160,0,55.4,8775,W,147.0,0.0,3.0
3000560,7151202,0,706.39,17492,W,187.0,2.0,1.0
3000561,7151443,0,125.5,7813,W,285.0,1.0,6.0
3000562,7151475,0,22.16,11285,W,308.0,9.0,2.0
3000563,7151840,0,13.7,10818,C,286.0,5.0,5.0
3000564,7152400,0,230.74,6135,W,295.0,2.0,1.0
3000565,7152519,0,43.44,7614,W,364.0,8.0,4.0
3000566,7152980,1,421.73,13840,W,456.0,10.0,6.0
3000567,7153540,0,47.07,5938,S,181.0,6.0,4.0
3000568,7153886,0,120.35,7429,W,227.0,1.0,5.0
3000569,7153961,0,60.19,1940,W,445.0,8.0,3.0
3000570,7154023,0,122.31,7828,H,467.0,6.0,0.0
3000571,7154934,0,215.99,8377,W,188.0,6.0,6.0
3000572,7155157,0,92.11,10712,H,131.0,9.0,4.0
3000573,7155204,0,198.98,6370,W,236.0,7.0,6.0
3000574,7155379,0,11.72,11762,W,460.0,7.0,6.0
3000575,7155935,0,148.23,13941,R,270.0,8.0,3.0
3000576,7156310,0,92.54,2126,H,320.0,2.0,2.0
3000577,7156784,0,65.72,2562,H,466.0,1.0,6.0
3000578,7157999,0,5.11,8307,W,252.0,9.0,2.0
3000579,7158085,0,12.15,1749,W,356.0,0.0,0.0
3000580,7159013,0,118.25,9809,W,423.0,3.0,6.0
3000581,7160174,0,137.58,8865,H,266.0,7.0,6.0
3000582,7160347,0,147.12,1101,H,293.0,3.0,3.0
3000583,7162335,0,89.24,11725,S,223.0,6.0,4.0
3000584,7163093,0,21.36,9870,W,203.0,2.0,0.0
3000585,7164465,0,26.22,6882,W,334.0,7.0,1.0
3000586,7166473,0,7.16,9774,R,293.0,1.0,5.0
3000587,7168628,0,104.54,16164,H,309.0,5.0,3.0
3000588,7169412,0,886.09,14949,W,413.0,5.0,2.0
3000589,7169442,0,80.62,6674,R,253.0,4.0,4.0
3000590,7169569,0,36.15,3011,R,456.0,0.0,4.0
3000591,7169786,0,92.83,7617,C,351.0,10.0,2.0
3000592,7169806,0,76.49,3228,W,297.0,5.0,5.0
3000593,7169992,0,11.21,7109,S,399.0,8.0,2.0
3000594,7170000,0,122.12,8732,S,418.0,2.0,5.0
3000595,7171048,0,79.02,5812,W,179.0,7.0,2.0
3000596,7171055,0,73.35,4563,C,309.0,7.0,4.0
3000597,7171624,0,978.43,13030,W,406.0,6.0,4.0
3000598,7171996,0,79.72,12118,H,421.0,3.0,6.0
3000599,7172554,0,802.0,17201,C,308.0,8.0,6.0
3000600,7172766,0,33.36,17506,W,109.0,5.0,3.0
3000601,7173464,0,14.7,15199,C,267.0,0.0,1.0
3000602,7173776,0,34.06,11480,W,445.0,3.0,5.0
3000603,7174158,0,367.95,8514,W,107.0,0.0,0.0
3000604,7175197,0,36.22,5601,W,100.0,4.0,2.0
3000605,7175687,0,16.26,6255,W,464.0,7.0,3.0
3000606,7176292,0,135.41,5491,H,481.0,5.0,1.0
3000607,7176400,0,56.82,14974,W,198.0,8.0,2.0
3000608,7176422,0,179.35,9353,R,448.0,6.0,1.0
3000609,7176952,0,40.21,12776,W,423.0,0.0,1.0
3000610,7177101,0,29.73,2981,W,425.0,6.0,5.0
3000611,7177253,0,659.35,12020,W,330.0,8.0,6.0
3000612,7177493,0,33.14,8347,W,211.0,10.0,0.0
3000613,7178041,0,33.03,16861,C,374.0,2.0,2.0
3000614,7179016,0,156.65,14694,S,284.0,5.0,1.0
3000615,7179344,0,3.18,4316,C,320.0,2.0,6.0
3000616,7179568,0,216.88,12126,H,317.0,3.0,0.0
3000617,7179626,0,769.83,11626,W,281.0,8.0,1.0
3000618,7179702,0,254.25,12252,H,462.0,4.0,5.0
3000619,7180576,0,25.81,10780,R,102.0,5.0,1.0
3000620,7180818,0,37.79,3530,W,226.0,7.0,5.0
3000621,7181094,0,97.24,16559,W,245.0,7.0,6.0
3000622,7181161,0,139.52,9230,H,486.0,4.0,3.0
3000623,7181248,0,624.38,4279,W,371.0,8.0,4.0
3000624,7181670,0,591.51,12907,C,188.0,6.0,1.0
3000625,7182535,0,69.53,8860,W,382.0,7.0,4.0
3000626,7182695,0,47.58,11006,W,211.0,1.0,4.0
3000627,7182985,0,35.24,1045,W,309.0,2.0,1.0
3000628,7183855,0,195.07,7445,H,457.0,8.0,5.0
3000629,7184358,0,328.94,1947,S,198.0,2.0,2.0
3000630,7184705,0,97.7,6530,W,197.0,2.0,0.0
3000631,7185542,0,89.89,3786,W,473.0,4.0,2.0
3000632,7185632,0,1136.47,15302,H,252.0,6.0,3.0
3000633,7185849,0,203.57,17687,H,410.0,2.0,6.0
3000634,7186255,0,7.66,15948,W,458.0,3.0,2.0
3000635,7186415,0,86.39,8011,H,235.0,10.0,6.0
3000636,7187122,0,114.64,4687,W,121.0,1.0,3.0
3000637,7187236,0,65.15,4945,S,467.0,10.0,4.0
3000638,7187267,0,409.16,7140,H,262.0,0.0,1.0
3000639,7187466,0,60.6,10180,W,157.0,3.0,5.0
3000640,7188828,0,27.62,10720,W,129.0,0.0,4.0
3000641,7189064,0,38.39,14688,C,156.0,7.0,6.0
3000642,7189281,0,202.23,11986,W,263.0,3.0,3.0
3000643,7189815,0,17.71,3613,W,337.0,1.0,4.0
3000644,7190061,0,49.82,13284,W,103.0,10.0,4.0
3000645,7190609,0,248.8,11734,W,429.0,2.0,1.0
3000646,7191215,0,17.59,9836,S,313.0,8.0,4.0
3000647,7192048,0,25.93,8991,C,329.0,0.0,6.0
3000648,7192537,1,14.36,8020,C,445.0,4.0,5.0
3000649,7193935,0,30.73,13255,C,251.0,1.0,0.0
3000650,7194682,1,50.64,13702,W,491.0,10.0,1.0
3000651,7195893,0,67.71,7594,W,133.0,6.0,4.0
3000652,7195905,0,29.96,5843,H,148.0,1.0,0.0
3000653,7196747,0,56.9,6310,C,136.0,0.0,3.0
3000654,7197280,0,291.67,12373,W,151.0,5.0,5.0
3000655,7197793,0,134.38,13331,S,230.0,1.0,3.0
3000656,7197882,0,1165.95,9008,H,135.0,5.0,5.0
3000657,7197939,0,40.14,17061,H,277.0,4.0,3.0
3000658,7197957,0,52.51,5691,W,139.0,1.0,3.0
3000659,7198000,0,108.31,6991,H,376.0,3.0,5.0
3000660,7198406,0,48.55,9144,W,174.0,2.0,3.0
3000661,7199409,0,87.19,13396,W,157.0,5.0,2.0
3000662,7200028,0,9.01,10443,W,396.0,6.0,6.0
3000663,7200534,0,57.69,13116,W,270.0,1.0,0.0
3000664,7201044,0,258.08,1383,H,311.0,4.0,0.0
3000665,7201089,0,883.96,4395,C,251.0,9.0,2.0
3000666,7201272,0,512.11,9899,S,246.0,4.0,2.0
3000667,7201857,0,104.7,17796,W,281.0,10.0,0.0
3000668,7201979,0,160.36,16046,W,127.0,7.0,3.0
3000669,7201996,0,133.83,6271,W,105.0,4.0,0.0
3000670,7202004,0,46.29,4524,H,242.0,6.0,3.0
3000671,7203312,0,28.47,2979,W,311.0,6.0,5.0
3000672,7204070,0,121.26,1421,W,163.0,10.0,4.0
3000673,7204213,0,78.87,17500,W,268.0,1.0,0.0
3000674,7205816,0,246.45,9525,R,490.0,7.0,5.0
3000675,7206145,0,5.17,10986,C,168.0,6.0,5.0
3000676,7207067,0,73.09,15275,S,354.0,8.0,2.0
3000677,7207652,0,384.16,12461,H,438.0,5.0,6.0
3000678,7207692,0,179.77,4336,R,354.0,6.0,2.0
3000679,7208534,0,27.67,11148,C,143.0,9.0,4.0
3000680,7208571,0,18.71,7666,W,102.0,1.0,5.0
3000681,7208581,0,85.17,17821,S,101.0,0.0,1.0
3000682,7208900,0,230.95,5173,C,448.0,10.0,1.0
3000683,7209708,0,167.26,13286,W,454.0,7.0,4.0
3000684,7210145,0,103.4,16451,R,321.0,5.0,3.0
3000685,7211025,0,194.51,13489,C,373.0,9.0,2.0
3000686,7212752,0,122.6,1071,H,405.0,4.0,2.0
3000687,7212776,0,184.79,9958,C,112.0,6.0,1.0
3000688,7213008,0,277.24,2539,C,246.0,10.0,0.0
3000689,7213663,0,52.78,1237,W,204.0,8.0,4.0
3000690,7214136,0,31.09,4541,W,199.0,1.0,0.0
3000691,7214226,0,215.87,1628,W,283.0,4.0,2.0
3000692,7214232,0,48.77,1346,H,319.0,4.0,3.0
3000693,7214250,0,8.71,15302,S,260.0,7.0,4.0
3000694,7214331,0,499.13,17223,W,338.0,6.0,6.0
3000695,7214473,0,122.1,5318,W,244.0,7.0,5.0
3000696,7214756,0,115.74,10630,H,497.0,9.0,2.0
3000697,7215321,0,72.1,4483,H,203.0,2.0,3.0
3000698,7217155,0,245.83,5566,W,324.0,6.0,2.0
3000699,7218606,0,19.3,2980,W,443.0,5.0,6.0
3000700,7219392,0,90.4,14831,W,161.0,7.0,5.0
3000701,7219453,0,126.31,7695,S,308.0,7.0,2.0
3000702,7220877,0,174.37,2186,W,476.0,0.0,3.0
3000703,7222019,0,11.59,17038,W,358.0,1.0,5.0
3000704,7222182,0,183.57,4740,H,499.0,0.0,6.0
3000705,7223011,0,54.47,3102,W,316.0,9.0,1.0
3000706,7223563,0,41.19,5596,W,337.0,2.0,2.0
3000707,7223837,0,13.82,11658,W,417.0,6.0,6.0
3000708,7224872,0,1311.73,17926,W,243.0,7.0,2.0
3000709,7225270,0,77.19,4645,H,440.0,9.0,2.0
3000710,7227164,0,120.88,5169,H,390.0,4.0,5.0
3000711,7227931,0,25.48,4736,W,483.0,7.0,1.0
3000712,7228124,0,14.36,12573,W,183.0,10.0,3.0
3000713,7228274,0,239.26,11776,W,278.0,9.0,4.0
3000714,7229367,0,17.81,16741,W,496.0,3.0,6.0
3000715,7229369,0,430.22,16342,W,178.0,2.0,0.0
3000716,7229618,0,781.05,12646,W,182.0,8.0,4.0
3000717,7229900,0,35.5,11780,W,292.0,0.0,0.0
3000718,7230459,0,51.76,16178,W,168.0,2.0,2.0
3000719,7230703,0,4.26,16539,S,360.0,10.0,3.0
3000720,7230804,0,11.12,10657,C,467.0,6.0,5.0
3000721,7231000,1,215.87,14048,W,232.0,9.0,1.0
3000722,7231227,0,405.62,12669,S,125.0,7.0,0.0
3000723,7231859,0,35.23,16508,C,335.0,9.0,5.0
3000724,7232652,0,42.24,16540,C,483.0,6.0,3.0
3000725,7232719,0,13.5,5712,S,118.0,6.0,0.0
3000726,7232730,0,23.19,16250,C,264.0,4.0,6.0
3000727,7233148,0,443.35,2105,W,381.0,6.0,6.0
3000728,7233155,0,130.59,3873,H,438.0,0.0,1.0
3000729,7233207,0,10.44,12726,W,336.0,0.0,5.0
3000730,7233589,0,177.65,17318,W,110.0,10.0,1.0
3000731,7235174,0,1549.09,11559,H,340.0,1.0,5.0
3000732,7235546,0,56.1,3177,W,239.0,6.0,3.0
3000733,7235617,0,40.46,2390,S,217.0,10.0,5.0
3000734,7235973,0,180.9,10888,W,466.0,5.0,2.0
3000735,7236150,0,301.18,11941,W,466.0,7.0,3.0
3000736,7236283,0,241.27,7878,H,171.0,10.0,5.0
3000737,7236503,0,61.53,4022,W,371.0,1.0,5.0
3000738,7236621,0,54.35,13737,C,340.0,8.0,5.0
3000739,7236863,0,11.37,11510,H,207.0,2.0,2.0
3000740,7237108,0,20.58,15711,H,438.0,2.0,6.0
3000741,7237556,0,138.77,5945,H,321.0,4.0,3.0
3000742,7237925,0,47.4,15777,S,193.0,9.0,5.0
3000743,7237933,0,120.99,16220,S,390.0,10.0,6.0
3000744,7238077,0,67.6,16069,W,212.0,8.0,0.0
3000745,7238823,0,96.94,4568,R,420.0,7.0,5.0
3000746,7239347,0,92.14,11320,S,363.0,9.0,2.0
3000747,7239523,0,220.38,8340,H,102.0,9.0,6.0
3000748,7240008,0,249.24,14268,R,469.0,8.0,4.0
3000749,7240323,0,88.18,1804,W,196.0,6.0,6.0
3000750,7240707,0,70.45,10441,W,438.0,1.0,3.0
3000751,7240740,0,86.22,13534,W,220.0,8.0,5.0
3000752,7241225,0,35.13,12983,C,280.0,4.0,4.0
3000753,7241526,0,331.46,16402,H,460.0,8.0,3.0
3000754,7242244,0,45.86,7477,W,273.0,8.0,5.0
3000755,7243037,0,74.3,16724,C,152.0,4.0,1.0
3000756,7244806,0,111.21,9237,W,376.0,1.0,5.0
3000757,7244890,0,130.59,4417,C,399.0,5.0,5.0
3000758,7245532,0,124.3,9551,C,418.0,6.0,2.0
3000759,7245747,0,76.4,11759,H,133.0,10.0,2.0
3000760,7246721,0,647.93,5408,W,384.0,1.0,0.0
3000761,7246943,0,98.53,13823,H,486.0,6.0,4.0
3000762,7248343,0,66.58,5359,S,197.0,9.0,5.0
3000763,7248469,0,778.26,7813,W,248.0,6.0,4.0
3000764,7248674,0,35.4,12096,W,161.0,10.0,3.0
3000765,7248980,0,775.74,8353,W,465.0,4.0,2.0
3000766,7249532,0,8.21,3671,W,142.0,2.0,5.0
3000767,7250059,0,55.59,6392,C,484.0,10.0,2.0
3000768,7250767,0,12.14,7596,W,484.0,6.0,1.0
3000769,7250930,0,17.56,11383,S,152.0,3.0,0.0
3000770,7251529,0,155.0,1127,R,490.0,7.0,3.0
3000771,7252141,0,126.8,1234,C,394.0,9.0,0.0
3000772,7252197,0,43.38,7311,W,295.0,1.0,6.0
3000773,7252410,1,905.54,11065,S,377.0,4.0,3.0
3000774,7252831,0,351.16,2021,W,374.0,5.0,3.0
3000775,7252856,0,84.61,17047,C,312.0,8.0,2.0
3000776,7253391,0,10.27,10494,W,215.0,10.0,5.0
3000777,7253874,0,284.47,15295,S,301.0,6.0,6.0
3000778,7255390,0,50.44,8475,W,166.0,0.0,6.0
3000779,7256509,0,127.82,15505,W,302.0,2.0,0.0
3000780,7256670,0,234.45,13114,W,263.0,0.0,4.0
3000781,7256951,0,55.62,17446,W,368.0,7.0,5.0
3000782,7257232,0,417.6,2344,C,444.0,1.0,5.0
3000783,7257420,0,57.09,5845,W,459.0,6.0,6.0
3000784,7257441,0,171.84,8167,W,293.0,10.0,5.0
3000785,7257794,0,222.78,8743,H,313.0,7.0,6.0
3000786,7259526,0,269.02,17790,S,448.0,4.0,0.0
3000787,7259965,0,730.01,7022,C,108.0,10.0,0.0
3000788,7260596,0,33.56,8782,W,455.0,5.0,1.0
3000789,7260797,0,23.12,10119,S,382.0,2.0,4.0
3000790,7260857,0,61.21,17652,R,459.0,6.0,4.0
3000791,7261551,0,3471.55,15948,W,181.0,0.0,6.0
3000792,7261623,0,455.18,10904,W,418.0,8.0,2.0
3000793,7261791,0,46.52,9194,W,166.0,3.0,0.0
3000794,7261798,0,59.31,16096,W,469.0,2.0,5.0
3000795,7263259,0,88.4,9715,W,441.0,3.0,4.0
3000796,7264019,0,124.91,2390,C,415.0,10.0,2.0
3000797,7264030,0,194.3,16463,W,158.0,7.0,2.0
3000798,7264318,0,204.28,4902,H,213.0,8.0,1.0
3000799,7264911,1,567.0,15097,S,447.0,7.0,4.0
3000800,7265515,0,995.69,7191,C,475.0,1.0,4.0
3000801,7267243,0,76.69,1330,W,306.0,2.0,5.0
3000802,7267504,0,69.65,1808,R,399.0,5.0,4.0
3000803,7268633,0,58.14,14892,S,461.0,7.0,3.0
3000804,7270070,0,64.57,1063,H,481.0,3.0,2.0
3000805,7270709,0,140.15,8189,S,395.0,7.0,1.0
3000806,7271254,0,193.0,3847,R,273.0,8.0,2.0
3000807,7272229,0,714.38,13290,W,460.0,2.0,0.0
3000808,7272521,0,38.44,3824,W,388.0,8.0,2.0
3000809,7272845,0,138.43,13794,W,250.0,5.0,4.0
3000810,7273071,0,32.83,12101,W,107.0,8.0,0.0
3000811,7273481,0,146.33,6613,S,307.0,10.0,3.0
3000812,7274070,0,2224.11,11666,W,391.0,1.0,1.0
3000813,7274522,0,76.39,16535,W,414.0,8.0,4.0
3000814,7275715,0,1707.83,4399,C,383.0,7.0,5.0
3000815,7277819,0,32.97,12775,W,181.0,0.0,5.0
3000816,7277953,0,51.81,15713,H,173.0,8.0,3.0
3000817,7279198,0,59.67,3977,S,280.0,4.0,5.0
3000818,7280688,0,111.03,7452,W,166.0,6.0,4.0
3000819,7280954,0,74.82,2335,R,221.0,8.0,1.0
3000820,7281903,0,225.15,1859,W,231.0,9.0,5.0
3000821,7283243,0,3.33,4108,W,487.0,0.0,5.0
3000822,7283414,0,27.78,16961,C,261.0,0.0,4.0
3000823,7283487,0,874.25,11082,W,145.0,8.0,3.0
3000824,7284064,0,16.62,8588,W,430.0,0.0,5.0
3000825,7284194,0,58.68,3653,C,168.0,4.0,3.0
3000826,7284658,0,187.73,12507,W,367.0,6.0,5.0
3000827,7284821,0,85.24,8525,C,361.0,0.0,2.0
3000828,7284945,0,32.46,5683,W,189.0,2.0,2.0
3000829,7284953,0,153.57,4434,H,381.0,4.0,1.0
3000830,7284963,0,245.43,10848,H,161.0,1.0,2.0
3000831,7285502,0,43.98,1372,R,213.0,0.0,4.0
3000832,7285580,0,146.77,13118,C,115.0,8.0,0.0
3000833,7285876,0,252.89,7845,W,380.0,8.0,2.0
3000834,7286233,0,329.16,3206,W,211.0,7.0,3.0
3000835,7286744,0,140.34,5024,W,397.0,3.0,4.0
3000836,7286979,0,700.2,1830,W,274.0,10.0,3.0
3000837,7287745,0,95.28,8513,H,251.0,3.0,3.0
3000838,7288101,0,27.67,8569,H,312.0,9.0,6.0
3000839,7288690,0,69.26,10247,W,484.0,3.0,3.0
3000840,7289143,0,385.47,17675,W,496.0,7.0,3.0
3000841,7289278,0,30.81,8033,W,213.0,3.0,4.0
3000842,7289998,0,6.11,16685,W,174.0,6.0,6.0
3000843,7292244,0,156.29,6900,W,354.0,8.0,2.0
3000844,7292274,0,52.84,1809,W,311.0,5.0,1.0
3000845,7292462,1,2035.57,5492,H,427.0,2.0,3.0
3000846,7292478,0,123.94,3556,H,176.0,0.0,3.0
3000847,7293341,1,573.12,14537,S,484.0,4.0,3.0
3000848,7294275,0,49.97,11086,W,261.0,4.0,2.0
3000849,7294492,0,183.59,11104,W,249.0,1.0,5.0
3000850,7295985,0,140.59,11768,C,410.0,8.0,2.0
3000851,7296976,0,471.22,4660,W,470.0,7.0,0.0
3000852,7297174,0,113.25,1203,W,432.0,7.0,3.0
3000853,7297537,0,48.02,7901,W,208.0,0.0,0.0
3000854,7297538,0,313.05,7303,W,181.0,6.0,4.0
3000855,7298340,0,38.2,12553,H,427.0,6.0,1.0
3000856,7298511,0,33.76,8833,S,363.0,9.0,4.0
3000857,7300923,0,85.38,11961,W,481.0,7.0,2.0
3000858,7301633,0,60.86,8681,W,425.0,0.0,4.0
3000859,7302030,0,91.84,17511,H,366.0,6.0,5.0
3000860,7302530,0,40.39,5000,W,324.0,3.0,5.0
3000861,7302586,0,345.15,13464,H,232.0,4.0,6.0
3000862,7302758,0,339.21,9237,S,478.0,1.0,5.0
3000863,7302984,0,243.9,4074,C,137.0,8.0,5.0
3000864,7303187,0,216.64,4068,W,111.0,2.0,0.0
3000865,7303720,0,9.8,1295,W,246.0,0.0,3.0
3000866,7303721,0,103.5,16336,W,254.0,0.0,3.0
3000867,7305618,0,251.98,1656,W,225.0,6.0,3.0
3000868,7306027,0,449.81,2344,C,255.0,9.0,5.0
3000869,7306867,1,91.51,6542,C,415.0,5.0,3.0
3000870,7306999,0,430.18,17063,C,156.0,8.0,4.0
3000871,7307166,0,130.17,14037,R,375.0,10.0,0.0
3000872,7308448,0,4.06,15616,W,378.0,2.0,2.0
3000873,7309662,0,79.91,9827,W,138.0,8.0,5.0
3000874,7312185,0,32.85,4386,W,273.0,9.0,3.0
3000875,7312687,0,43.18,9189,C,463.0,7.0,6.0
3000876,7314368,0,318.12,4936,W,406.0,5.0,5.0
3000877,7314386,0,128.63,11190,W,422.0,1.0,3.0
3000878,7314429,0,48.32,15080,W,396.0,1.0,5.0
3000879,7314560,0,39.97,4125,W,338.0,6.0,4.0
3000880,7315239,0,152.27,10569,W,297.0,8.0,5.0
3000881,7316302,0,72.15,5169,C,438.0,4.0,1.0
3000882,7317167,0,207.66,12712,H,478.0,10.0,4.0
3000883,7318295,0,33.4,17374,W,222.0,5.0,2.0
3000884,7319001,0,57.01,13152,H,213.0,3.0,4.0
3000885,7319261,0,23.49,3286,S,363.0,1.0,0.0
3000886,7320341,0,46.33,9169,C,224.0,0.0,2.0
3000887,7320397,0,1228.23,2515,W,165.0,0.0,6.0
3000888,7320719,0,37.2,13887,W,207.0,7.0,0.0
3000889,7321047,0,51.0,15666,R,418.0,1.0,1.0
3000890,7321498,0,33.49,7574,H,230.0,6.0,1.0
3000891,7323023,0,72.25,16923,W,303.0,9.0,4.0
3000892,7323593,1,107.41,9023,R,215.0,5.0,5.0
3000893,7323615,0,388.38,1522,W,386.0,6.0,2.0
3000894,7324043,0,55.32,14128,W,191.0,6.0,6.0
3000895,7324051,0,103.24,13773,H,451.0,2.0,4.0
3000896,7326028,0,9.5,1169,W,188.0,4.0,1.0
3000897,7326269,0,31.89,8116,C,411.0,7.0,5.0
3000898,7326967,0,331.25,10206,W,493.0,2.0,5.0
3000899,7327447,0,32.23,4630,W,283.0,1.0,1.0
